Command Sent Home Command - #0,5,00111111*79ad  * 08-04-2025 14:21:44.115
CRC-Response  - 149,2,I001,2*28cd * 08-04-2025 15:35:17.388
5 Secconds Timer increments in Jar J1 for R5 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 15:35:20.448
CRC-Response  - 149,2,F000,2*179c * 08-04-2025 15:35:23.809
RA Picked Rack From J20 * 08-04-2025 15:35:23.814
Command Sent Rack-1 Placed in J21 - #150,3,2,28454,8590,0,0*8b16  * 08-04-2025 15:35:24.127
CRC-Response  - 150,3,I001,2*37d8 * 08-04-2025 15:35:24.353
5 Secconds Timer increments in Jar J1 for R5 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 15:35:25.443
CRC-Response  - 150,3,F000,2*0889 * 08-04-2025 15:35:29.944
RA Placed Rack in J21 * 08-04-2025 15:35:29.950
Command Sent Rack-5 Picked from J1 - #151,2,2,10304,800,0,0*c844  * 08-04-2025 15:35:31.170
CRC-Response  - 151,2,I001,2*3e48 * 08-04-2025 15:35:31.382
CRC-Response  - 151,2,F000,2*0119 * 08-04-2025 15:35:38.607
RA Picked Rack From J1 * 08-04-2025 15:35:38.614
Command Sent Rack-5 Placed in J2 - #152,3,2,13934,800,0,0*cf84  * 08-04-2025 15:35:39.191
CRC-Response  - 152,3,I001,2*fd79 * 08-04-2025 15:35:39.412
CRC-Response  - 152,3,F000,2*c228 * 08-04-2025 15:35:45.1
RA Placed Rack in J2 * 08-04-2025 15:35:45.20
Command Sent READ TEMPERATURE - #153,11*f792  * 08-04-2025 15:35:49.165
CRC-Response  - 153,11,F000,545*a108 * 08-04-2025 15:35:49.370
Command Sent READ TEMPERATURE - #154,11*8393  * 08-04-2025 15:36:07.564
CRC-Response  - 154,11,F000,-273*d501 * 08-04-2025 15:36:07.774
Command Sent WATER VALVE - 1 CONTROL OFF - #155,13,1,0*2b21  * 08-04-2025 15:36:10.308
CRC-Response  - 155,13,F000*7e31 * 08-04-2025 15:36:10.521
Command Sent Rack-3 Picked from W1 - #156,2,1,42974,800,0,0*7dd7  * 08-04-2025 15:36:10.729
CRC-Response  - 156,2,I001,1*e5b9 * 08-04-2025 15:36:10.937
CRC-Response  - 156,2,F000,1*dae8 * 08-04-2025 15:36:18.712
RA Picked Rack From W1 * 08-04-2025 15:36:18.715
Command Sent RA-2 Movement - #157,1,2,2688,800 ,0*5366  * 08-04-2025 15:36:19.194
CRC-Response  - 157,1,I001,2*34e8 * 08-04-2025 15:36:19.403
CRC-Response  - 157,1,F000,2*0bb9 * 08-04-2025 15:36:21.515
RA Moved to assigned Location * 08-04-2025 15:36:21.526
Command Sent Rack-3 Placed in J8 - #158,3,1,35714,800,0,0*7fc6  * 08-04-2025 15:36:22.591
CRC-Response  - 158,3,I001,1*dc19 * 08-04-2025 15:36:22.800
CRC-Response  - 158,3,F000,1*e348 * 08-04-2025 15:36:28.811
RA Placed Rack in J8 * 08-04-2025 15:36:28.817
Command Sent RA1 Home Command - #159,5,00000111*8f3e  * 08-04-2025 15:36:29.561
CRC-Response  - 159,5,I001,00000111*bf72 * 08-04-2025 15:36:29.772
CRC-Response  - 159,5,F000*e0f1 * 08-04-2025 15:36:30.352
Command Sent RA1 Home Command - #160,5,00000111*5027  * 08-04-2025 15:36:32.44
CRC-Response  - 160,5,I001,00000111*a954 * 08-04-2025 15:36:32.254
CRC-Response  - 160,5,F000*7a25 * 08-04-2025 15:36:32.277
Command Sent READ TEMPERATURE - #161,11*4fd7  * 08-04-2025 15:36:33.325
CRC-Response  - 161,11,F000,545*e00c * 08-04-2025 15:36:33.537
Command Sent WATER VALVE - 2 CONTROL OFF - #162,13,2,0*3d84  * 08-04-2025 15:36:42.183
CRC-Response  - 162,13,F000*41e7 * 08-04-2025 15:36:42.403
Command Sent Rack-2 Picked from W2 - #163,2,1,46604,800,0,0*832f  * 08-04-2025 15:36:42.603
CRC-Response  - 163,2,I001,1*b1a6 * 08-04-2025 15:36:42.819
CRC-Response  - 163,2,F000,1*8ef7 * 08-04-2025 15:36:50.177
RA Picked Rack From W2 * 08-04-2025 15:36:50.184
Command Sent Rack-2 Dipped in J9 - #164,17,1,39344,800,1,1,1*c76b  * 08-04-2025 15:36:51.124
CRC-Response  - 164,17,I001,1*9018 * 08-04-2025 15:36:51.338
CRC-Response  - 164,17,F000,1*af49 * 08-04-2025 15:36:57.143
Command Sent Rack-2 Placed in W2 - #165,3,1,46604,800,0,0*9bf6  * 08-04-2025 15:36:58.90
CRC-Response  - 165,3,I001,1*6287 * 08-04-2025 15:36:58.302
CRC-Response  - 165,3,F000,1*5dd6 * 08-04-2025 15:37:04.307
RA Placed Rack in W2 * 08-04-2025 15:37:04.312
Command Sent READ TEMPERATURE - #166,11*3bd6  * 08-04-2025 15:37:08.188
CRC-Response  - 166,11,F000,545*a707 * 08-04-2025 15:37:08.405
Command Sent READ TEMPERATURE - #167,11*c7d7  * 08-04-2025 15:37:23.589
CRC-Response  - 167,11,F000,545*2605 * 08-04-2025 15:37:23.804
Command Sent READ TEMPERATURE - #168,11*d3d4  * 08-04-2025 15:37:39.981
CRC-Response  - 168,11,F000,447*28c1 * 08-04-2025 15:37:40.193
Command Sent Rack-4 Picked from J4 - #169,2,2,21194,800,0,0*0dc1  * 08-04-2025 15:37:47.267
CRC-Response  - 169,2,I001,2*90c6 * 08-04-2025 15:37:47.480
CRC-Response  - 169,2,F000,2*af97 * 08-04-2025 15:37:54.734
RA Picked Rack From J4 * 08-04-2025 15:37:54.738
Command Sent Rack-4 Placed in J5 - #170,3,2,24824,800,0,0*a421  * 08-04-2025 15:37:55.202
CRC-Response  - 170,3,I001,2*8fd3 * 08-04-2025 15:37:55.415
CRC-Response  - 170,3,F000,2*b082 * 08-04-2025 15:38:01.27
RA Placed Rack in J5 * 08-04-2025 15:38:01.33
Command Sent READ TEMPERATURE - #171,11*8fea  * 08-04-2025 15:38:05.266
CRC-Response  - 171,11,F000,-273*d186 * 08-04-2025 15:38:05.479
Command Sent READ TEMPERATURE - #172,11*cbea  * 08-04-2025 15:38:23.657
CRC-Response  - 172,11,F000,-273*d285 * 08-04-2025 15:38:23.874
Command Sent Rack-1 Picked from J21 - #173,2,2,28454,8590,0,0*a620  * 08-04-2025 15:38:30.602
CRC-Response  - 173,2,I001,2*4ce2 * 08-04-2025 15:38:30.824
CRC-Response  - 173,2,F000,2*73b3 * 08-04-2025 15:38:36.601
RA Picked Rack From J21 * 08-04-2025 15:38:36.609
Command Sent Rack-1 Placed in J22 - #174,3,2,24824,8590,0,0*45df  * 08-04-2025 15:38:37.54
CRC-Response  - 174,3,I001,2*5a92 * 08-04-2025 15:38:37.266
CRC-Response  - 174,3,F000,2*65c3 * 08-04-2025 15:38:42.865
RA Placed Rack in J22 * 08-04-2025 15:38:42.875
Command Sent READ TEMPERATURE - #175,11*bfeb  * 08-04-2025 15:38:47.627
CRC-Response  - 175,11,F000,545*a502 * 08-04-2025 15:38:47.839
Command Sent Home Command - #176,5,00111111*3410  * 08-04-2025 15:38:55.13
CRC-Response  - 176,5,I001,00111111*19db * 08-04-2025 15:38:55.224
CRC-Response  - 176,5,F000*c0a8 * 08-04-2025 15:38:55.230
Command Sent HEATER DOOR OPEN - #177,8,1,1*7275  * 08-04-2025 15:38:55.914
CRC-Response  - 177,8,I001*c5aa * 08-04-2025 15:38:56.120
CRC-Response  - 177,8,F000*1168 * 08-04-2025 15:38:56.475
Command Sent Level Sensing For L1 - #178,4,17564,16380,0,0*f581  * 08-04-2025 15:38:56.806
CRC-Response  - 178,4,I001*49ea * 08-04-2025 15:38:57.28
CRC-Response  - 178,4,F000,961*a796 * 08-04-2025 15:39:05.306
L1 Value - 961 * 08-04-2025 15:39:05.385
Command Sent Level Sensing For L2 - #179,4,13934,16380,0,0*0da4  * 08-04-2025 15:39:05.702
CRC-Response  - 179,4,I001*852b * 08-04-2025 15:39:05.909
CRC-Response  - 179,4,F000,954*97ab * 08-04-2025 15:39:08.195
L2 Value - 954 * 08-04-2025 15:39:08.229
Command Sent Level Sensing For L3 - #180,4,10304,16380,0,0*6330  * 08-04-2025 15:39:08.601
CRC-Response  - 180,4,I001*1faa * 08-04-2025 15:39:08.814
CRC-Response  - 180,4,F000,962*7623 * 08-04-2025 15:39:11.96
L3 Value - 962 * 08-04-2025 15:39:11.133
Command Sent Home Command - #181,5,01111111*30e1  * 08-04-2025 15:39:11.517
CRC-Response  - 181,5,I001,01111111*ff4a * 08-04-2025 15:39:11.731
CRC-Response  - 181,5,F000*d6a8 * 08-04-2025 15:39:11.740
Command Sent Home Command - #182,5,01111111*34e5  * 08-04-2025 15:39:13.502
CRC-Response  - 182,5,I001,01111111*0fba * 08-04-2025 15:39:13.721
CRC-Response  - 182,5,F000*c3e8 * 08-04-2025 15:39:13.739
Rack - 7Protocol Started * 08-04-2025 15:39:14.990
Command Sent Rack-7 Picked from L1 - #183,2,2,17564,16380,0,0*5ecc  * 08-04-2025 15:39:15.338
CRC-Response  - 183,2,I001,2*58d2 * 08-04-2025 15:39:15.558
CRC-Response  - 183,2,F000,2*6783 * 08-04-2025 15:39:22.720
RA Picked Rack From L1 * 08-04-2025 15:39:22.724
Command Sent Rack-7 Placed in H1 - #184,3,2,2688,1000,0,1*187f  * 08-04-2025 15:39:23.281
CRC-Response  - 184,3,I001,2*4ea2 * 08-04-2025 15:39:23.491
CRC-Response  - 184,3,F000,2*71f3 * 08-04-2025 15:39:30.370
RA Placed Rack in H1 * 08-04-2025 15:39:30.374
Command Sent HEATER DOOR CLOSE - #185,8,1,0*32d7  * 08-04-2025 15:39:31.240
CRC-Response  - 185,8,I001*ec6a * 08-04-2025 15:39:31.454
CRC-Response  - 185,8,F000*38a8 * 08-04-2025 15:39:31.793
Command Sent READ TEMPERATURE - #186,11*fabf  * 08-04-2025 15:39:32.137
CRC-Response  - 186,11,F000,545*6908 * 08-04-2025 15:39:32.347
Command Sent WATER VALVE - 2 CONTROL OFF - #187,13,2,0*6208  * 08-04-2025 15:40:05.26
CRC-Response  - 187,13,F000*e4b9 * 08-04-2025 15:40:05.255
Command Sent Rack-2 Picked from W2 - #188,2,1,46604,800,0,0*89e0  * 08-04-2025 15:40:05.459
CRC-Response  - 188,2,I001,1*bce3 * 08-04-2025 15:40:05.919
CRC-Response  - 188,2,F000,1*83b2 * 08-04-2025 15:40:13.281
RA Picked Rack From W2 * 08-04-2025 15:40:13.286
Command Sent Rack-2 Dipped in J18 - #189,17,1,39344,8590,1,1,1*e9a1  * 08-04-2025 15:40:14.182
CRC-Response  - 189,17,I001,1*ebca * 08-04-2025 15:40:14.395
CRC-Response  - 189,17,F000,1*d49b * 08-04-2025 15:40:20.208
Command Sent Rack-2 Placed in W6 - #190,3,1,42974,8590,0,0*d162  * 08-04-2025 15:40:21.161
CRC-Response  - 190,3,I001,1*66a7 * 08-04-2025 15:40:21.369
CRC-Response  - 190,3,F000,1*59f6 * 08-04-2025 15:40:26.980
RA Placed Rack in W6 * 08-04-2025 15:40:26.983
Command Sent READ TEMPERATURE - #191,11*4e83  * 08-04-2025 15:40:31.896
CRC-Response  - 191,11,F000,545*ef03 * 08-04-2025 15:40:32.111
Command Sent Rack-5 Picked from J2 - #192,2,2,13934,800,0,0*92c5  * 08-04-2025 15:40:45.668
CRC-Response  - 192,2,I001,2*6187 * 08-04-2025 15:40:45.887
CRC-Response  - 192,2,F000,2*5ed6 * 08-04-2025 15:40:52.341
RA Picked Rack From J2 * 08-04-2025 15:40:52.349
Command Sent Rack-5 Placed in J3 - #193,3,2,17564,800,0,0*7177  * 08-04-2025 15:40:52.640
CRC-Response  - 193,3,I001,2*6817 * 08-04-2025 15:40:52.852
CRC-Response  - 193,3,F000,2*5746 * 08-04-2025 15:40:58.464
RA Placed Rack in J3 * 08-04-2025 15:40:58.471
Command Sent Rack-4 Picked from J5 - #194,2,2,24824,800,0,0*2be8  * 08-04-2025 15:41:01.659
CRC-Response  - 194,2,I001,2*7e67 * 08-04-2025 15:41:01.866
CRC-Response  - 194,2,F000,2*4136 * 08-04-2025 15:41:07.877
RA Picked Rack From J5 * 08-04-2025 15:41:07.895
Command Sent Rack-4 Placed in J6 - #195,3,2,28454,800,0,0*dd1a  * 08-04-2025 15:41:08.644
CRC-Response  - 195,3,I001,2*77f7 * 08-04-2025 15:41:08.866
CRC-Response  - 195,3,F000,2*48a6 * 08-04-2025 15:41:14.458
RA Placed Rack in J6 * 08-04-2025 15:41:14.470
Command Sent HEATER DOOR OPEN - #196,8,1,1*3ee4  * 08-04-2025 15:41:16.841
CRC-Response  - 196,8,I001*6927 * 08-04-2025 15:41:17.58
CRC-Response  - 196,8,F000*bde5 * 08-04-2025 15:41:17.400
Command Sent Rack-6 Picked from H2 - #197,2,2,2688,8700,0,1*b7e1  * 08-04-2025 15:41:17.775
CRC-Response  - 197,2,I001,2*7197 * 08-04-2025 15:41:17.985
CRC-Response  - 197,2,F000,2*4ec6 * 08-04-2025 15:41:26.76
RA Picked Rack From H2 * 08-04-2025 15:41:26.85
Command Sent HEATER DOOR CLOSE - #198,8,1,0*3eca  * 08-04-2025 15:41:26.705
CRC-Response  - 198,8,I001*e5a6 * 08-04-2025 15:41:26.911
CRC-Response  - 198,8,F000*3164 * 08-04-2025 15:41:27.268
Command Sent Rack-6 Placed in J1 - #199,3,2,10304,800,0,0*f4e7  * 08-04-2025 15:41:27.638
CRC-Response  - 199,3,I001,2*4837 * 08-04-2025 15:41:27.857
CRC-Response  - 199,3,F000,2*7766 * 08-04-2025 15:41:33.917
RA Placed Rack in J1 * 08-04-2025 15:41:33.933
Command Sent READ TEMPERATURE - #200,11*805e  * 08-04-2025 15:41:37.666
CRC-Response  - 200,11,F000,447*679b * 08-04-2025 15:41:37.886
Command Sent Rack-1 Picked from J22 - #201,2,2,24824,8590,0,0*4e47  * 08-04-2025 15:41:43.504
CRC-Response  - 201,2,I001,2*f65d * 08-04-2025 15:41:43.718
CRC-Response  - 201,2,F000,2*c90c * 08-04-2025 15:41:50.549
RA Picked Rack From J22 * 08-04-2025 15:41:50.558
Command Sent Rack-1 Placed in J23 - #202,3,2,21194,8590,0,0*bc67  * 08-04-2025 15:41:50.981
CRC-Response  - 202,3,I001,2*356c * 08-04-2025 15:41:51.188
CRC-Response  - 202,3,F000,2*0a3d * 08-04-2025 15:41:56.784
RA Placed Rack in J23 * 08-04-2025 15:41:56.792
Command Sent READ TEMPERATURE - #203,11*c45e  * 08-04-2025 15:42:01.513
CRC-Response  - 203,11,F000,545*a54e * 08-04-2025 15:42:01.734
Command Sent READ TEMPERATURE - #204,11*b05f  * 08-04-2025 15:42:16.890
CRC-Response  - 204,11,F000,545*e245 * 08-04-2025 15:42:17.111
Command Sent READ TEMPERATURE - #205,11*4c5e  * 08-04-2025 15:42:32.289
CRC-Response  - 205,11,F000,545*6347 * 08-04-2025 15:42:32.510
Command Sent READ TEMPERATURE - #206,11*085e  * 08-04-2025 15:42:47.691
CRC-Response  - 206,11,F000,545*a042 * 08-04-2025 15:42:47.899
Command Sent READ TEMPERATURE - #207,11*f45f  * 08-04-2025 15:43:03.88
CRC-Response  - 207,11,F000,545*2140 * 08-04-2025 15:43:03.368
Command Sent READ TEMPERATURE - #208,11*e05c  * 08-04-2025 15:43:19.575
CRC-Response  - 208,11,F000,-273*2b88 * 08-04-2025 15:43:19.801
Command Sent WATER VALVE - 6 CONTROL OFF - #209,13,6,0*e05f  * 08-04-2025 15:43:27.615
CRC-Response  - 209,13,F000*2a7b * 08-04-2025 15:43:27.836
Command Sent Rack-2 Picked from W6 - #210,2,1,42974,8590,0,0*70c9  * 08-04-2025 15:43:28.32
CRC-Response  - 210,2,I001,1*ce48 * 08-04-2025 15:43:28.256
CRC-Response  - 210,2,F000,1*f119 * 08-04-2025 15:43:33.349
RA Picked Rack From W6 * 08-04-2025 15:43:33.355
Command Sent RA-2 Movement - #211,1,2,2688,800 ,0*8780  * 08-04-2025 15:43:33.994
CRC-Response  - 211,1,I001,2*1f19 * 08-04-2025 15:43:34.209
CRC-Response  - 211,1,F000,2*2048 * 08-04-2025 15:43:37.124
RA Moved to assigned Location * 08-04-2025 15:43:37.130
Command Sent Rack-2 Dipped in J19 - #212,17,1,35714,8590,1,1,1*5ad2  * 08-04-2025 15:43:37.387
CRC-Response  - 212,17,I001,1*10f6 * 08-04-2025 15:43:37.607
CRC-Response  - 212,17,F000,1*2fa7 * 08-04-2025 15:43:43.421
Command Sent Rack-2 Placed in J20 - #213,3,1,32084,8590,0,0*70f6  * 08-04-2025 15:43:43.840
CRC-Response  - 213,3,I001,1*0d79 * 08-04-2025 15:43:44.52
CRC-Response  - 213,3,F000,1*3228 * 08-04-2025 15:43:49.678
RA Placed Rack in J20 * 08-04-2025 15:43:49.684
Command Sent RA1 Home Command - #214,5,00000111*dbde  * 08-04-2025 15:43:50.287
CRC-Response  - 214,5,I001,00000111*59e3 * 08-04-2025 15:43:50.498
CRC-Response  - 214,5,F000*b6f2 * 08-04-2025 15:43:51.61
Command Sent RA1 Home Command - #215,5,00000111*1823  * 08-04-2025 15:43:52.735
CRC-Response  - 215,5,I001,00000111*c9b2 * 08-04-2025 15:43:52.944
CRC-Response  - 215,5,F000*7a33 * 08-04-2025 15:43:52.972
Command Sent READ TEMPERATURE - #216,11*c863  * 08-04-2025 15:43:54.616
CRC-Response  - 216,11,F000,-273*e546 * 08-04-2025 15:43:54.833
Command Sent READ TEMPERATURE - #217,11*3462  * 08-04-2025 15:44:12.54
CRC-Response  - 217,11,F000,545*e040 * 08-04-2025 15:44:12.262
Command Sent Rack-4 Picked from J6 - #218,2,2,28454,800,0,0*9ab7  * 08-04-2025 15:44:15.113
CRC-Response  - 218,2,I001,2*2589 * 08-04-2025 15:44:15.327
CRC-Response  - 218,2,F000,2*1ad8 * 08-04-2025 15:44:23.413
RA Picked Rack From J6 * 08-04-2025 15:44:23.429
Command Sent RA-1 Movement - #219,1,1,64754,800 ,0*e20c  * 08-04-2025 15:44:24.56
CRC-Response  - 219,1,I001,1*f4d8 * 08-04-2025 15:44:24.278
CRC-Response  - 219,1,F000,1*cb89 * 08-04-2025 15:44:25.262
RA Moved to assigned Location * 08-04-2025 15:44:25.268
Command Sent Rack-4 Placed in W1 - #220,3,2,42974,800,0,0*e0cb  * 08-04-2025 15:44:25.470
CRC-Response  - 220,3,I001,2*47c6 * 08-04-2025 15:44:25.681
5 Secconds Timer increments in Jar J8 for R3 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 15:44:29.431
CRC-Response  - 220,3,F000,2*7897 * 08-04-2025 15:44:32.510
RA Placed Rack in W1 * 08-04-2025 15:44:32.516
Command Sent RA2 Home Command - #221,5,00111000*697b  * 08-04-2025 15:44:32.947
CRC-Response  - 221,5,I001,00111000*31ac * 08-04-2025 15:44:33.157
CRC-Response  - 221,5,F000*7926 * 08-04-2025 15:44:33.750
11 Secconds Timer increments in Jar J8 for R3 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 15:44:35.201
Command Sent RA2 Home Command - #222,5,00111000*6d7f  * 08-04-2025 15:44:35.436
CRC-Response  - 222,5,I001,00111000*c15c * 08-04-2025 15:44:35.654
CRC-Response  - 222,5,F000*6c66 * 08-04-2025 15:44:35.663
Command Sent WATER VALVE - 2 CONTROL ON - #223,13,2,1*fe46  * 08-04-2025 15:44:37.415
CRC-Response  - 223,13,F000*40a4 * 08-04-2025 15:44:37.624
Command Sent Rack-3 Picked from J8 - #224,2,2,35714,800,0,0*3b41  * 08-04-2025 15:44:46.375
CRC-Response  - 224,2,I001,2*5e46 * 08-04-2025 15:44:46.591
CRC-Response  - 224,2,F000,2*6117 * 08-04-2025 15:44:55.781
RA Picked Rack From J8 * 08-04-2025 15:44:55.789
Command Sent RA-1 Movement - #225,1,1,64754,800 ,0*f58b  * 08-04-2025 15:44:56.340
CRC-Response  - 225,1,I001,1*8f17 * 08-04-2025 15:44:56.555
5 Seconds Timer increments in Jar J23 for R1 as Command Execution under process in other function and timer updated for tmr_r1_incub() * 08-04-2025 15:44:57.255
CRC-Response  - 225,1,F000,1*b046 * 08-04-2025 15:44:57.284
RA Moved to assigned Location * 08-04-2025 15:44:57.288
Command Sent Rack-3 Placed in W2 - #226,3,2,46604,800,0,0*6933  * 08-04-2025 15:44:57.739
CRC-Response  - 226,3,I001,2*5826 * 08-04-2025 15:44:57.951
5 Seconds Timer increments in Jar J23 for R1 as Command Execution under process in other function and timer updated for tmr_r1_incub() * 08-04-2025 15:45:02.270
CRC-Response  - 226,3,F000,2*6777 * 08-04-2025 15:45:04.365
RA Placed Rack in W2 * 08-04-2025 15:45:04.375
Command Sent RA2 Home Command - #227,5,00111000*6173  * 08-04-2025 15:45:04.737
CRC-Response  - 227,5,I001,00111000*904f * 08-04-2025 15:45:04.952
CRC-Response  - 227,5,F000*53a6 * 08-04-2025 15:45:05.540
Command Sent RA2 Home Command - #228,5,00111000*7567  * 08-04-2025 15:45:07.220
CRC-Response  - 228,5,I001,00111000*637a * 08-04-2025 15:45:07.440
5 Seconds Timer increments in Jar J23 for R1 as Command Execution under process in other function and timer updated for tmr_r1_incub() * 08-04-2025 15:45:07.446
CRC-Response  - 228,5,F000*13e6 * 08-04-2025 15:45:07.452
Command Sent Rack-1 Picked from J23 - #229,2,2,21194,8590,0,0*d8b0  * 08-04-2025 15:45:12.641
CRC-Response  - 229,2,I001,2*a4d7 * 08-04-2025 15:45:12.861
CRC-Response  - 229,2,F000,2*9b86 * 08-04-2025 15:45:20.432
RA Picked Rack From J23 * 08-04-2025 15:45:20.443
Command Sent Rack-1 Placed in J24 - #230,3,2,17564,8590,0,0*73e6  * 08-04-2025 15:45:21.133
CRC-Response  - 230,3,I001,2*bbc2 * 08-04-2025 15:45:21.350
CRC-Response  - 230,3,F000,2*8493 * 08-04-2025 15:45:26.955
RA Placed Rack in J24 * 08-04-2025 15:45:26.966
Command Sent READ TEMPERATURE - #231,11*7c1b  * 08-04-2025 15:45:31.137
CRC-Response  - 231,11,F000,545*e44a * 08-04-2025 15:45:31.370
Command Sent READ TEMPERATURE - #232,11*381b  * 08-04-2025 15:45:49.589
CRC-Response  - 232,11,F000,545*274f * 08-04-2025 15:45:49.837
Command Sent Rack-5 Picked from J3 - #233,2,2,17564,800,0,0*798d  * 08-04-2025 15:45:59.73
CRC-Response  - 233,2,I001,2*78f3 * 08-04-2025 15:45:59.285
CRC-Response  - 233,2,F000,2*47a2 * 08-04-2025 15:46:05.75
RA Picked Rack From J3 * 08-04-2025 15:46:05.80
Command Sent Rack-5 Placed in J4 - #234,3,2,21194,800,0,0*5641  * 08-04-2025 15:46:05.559
CRC-Response  - 234,3,I001,2*6e83 * 08-04-2025 15:46:05.773
CRC-Response  - 234,3,F000,2*51d2 * 08-04-2025 15:46:11.372
RA Placed Rack in J4 * 08-04-2025 15:46:11.377
Command Sent READ TEMPERATURE - #235,11*4c1a  * 08-04-2025 15:46:16.84
CRC-Response  - 235,11,F000,545*6044 * 08-04-2025 15:46:16.297
Command Sent Rack-6 Picked from J1 - #236,11*081a  * 08-04-2025 15:46:34.504
CRC-Response  - 236,11,F000,545*a341 * 08-04-2025 15:46:34.732
Command Sent Rack-6 Picked from J1 - #237,2,2,10304,800,0,0*1577  * 08-04-2025 15:46:34.955
CRC-Response  - 237,2,I001,2*adb2 * 08-04-2025 15:46:35.174
CRC-Response  - 237,2,F000,2*92e3 * 08-04-2025 15:46:41.575
RA Picked Rack From J1 * 08-04-2025 15:46:41.585
Command Sent Rack-6 Placed in J2 - #238,3,2,13934,800,0,0*43a4  * 08-04-2025 15:46:42.249
CRC-Response  - 238,3,I001,2*5143 * 08-04-2025 15:46:42.461
CRC-Response  - 238,3,F000,2*6e12 * 08-04-2025 15:46:48.65
RA Placed Rack in J2 * 08-04-2025 15:46:48.70
Command Sent Rack-2 Picked from J20 - #239,2,2,32084,8590,0,0*345c  * 08-04-2025 15:46:50.297
CRC-Response  - 239,2,I001,2*58d3 * 08-04-2025 15:46:50.509
CRC-Response  - 239,2,F000,2*6782 * 08-04-2025 15:46:57.751
RA Picked Rack From J20 * 08-04-2025 15:46:57.764
Command Sent Rack-2 Placed in J21 - #240,3,2,28454,8590,0,0*4f75  * 08-04-2025 15:46:58.250
CRC-Response  - 240,3,I001,2*cfd8 * 08-04-2025 15:46:58.460
CRC-Response  - 240,3,F000,2*f089 * 08-04-2025 15:47:04.70
RA Placed Rack in J21 * 08-04-2025 15:47:04.80
Command Sent READ TEMPERATURE - #241,11*bcae  * 08-04-2025 15:47:08.692
CRC-Response  - 241,11,F000,545*234c * 08-04-2025 15:47:08.898
Command Sent READ TEMPERATURE - #242,11*f8ae  * 08-04-2025 15:47:27.59
CRC-Response  - 242,11,F000,545*e049 * 08-04-2025 15:47:27.273
Command Sent WATER VALVE - 1 CONTROL OFF - #243,13,1,0*9e5c  * 08-04-2025 15:47:32.894
CRC-Response  - 243,13,F000*5f44 * 08-04-2025 15:47:33.112
Command Sent Rack-4 Picked from W1 - #244,2,1,42974,800,0,0*27a0  * 08-04-2025 15:47:33.291
CRC-Response  - 244,2,I001,1*d718 * 08-04-2025 15:47:33.502
CRC-Response  - 244,2,F000,1*e849 * 08-04-2025 15:47:41.158
RA Picked Rack From W1 * 08-04-2025 15:47:41.165
Command Sent RA-2 Movement - #245,1,2,2688,800 ,0*8bd2  * 08-04-2025 15:47:41.758
CRC-Response  - 245,1,I001,2*0649 * 08-04-2025 15:47:41.977
CRC-Response  - 245,1,F000,2*3918 * 08-04-2025 15:47:45.706
RA Moved to assigned Location * 08-04-2025 15:47:45.719
Command Sent Rack-4 Placed in J8 - #246,3,1,35714,800,0,0*74a2  * 08-04-2025 15:47:46.141
CRC-Response  - 246,3,I001,1*d178 * 08-04-2025 15:47:46.355
CRC-Response  - 246,3,F000,1*ee29 * 08-04-2025 15:47:52.379
RA Placed Rack in J8 * 08-04-2025 15:47:52.388
Command Sent RA1 Home Command - #247,5,00000111*dad6  * 08-04-2025 15:47:53.76
CRC-Response  - 247,5,I001,00000111*6403 * 08-04-2025 15:47:53.287
CRC-Response  - 247,5,F000*f38d * 08-04-2025 15:47:53.864
Command Sent RA1 Home Command - #248,5,00000111*cec2  * 08-04-2025 15:47:55.560
CRC-Response  - 248,5,I001,00000111*9736 * 08-04-2025 15:47:55.776
CRC-Response  - 248,5,F000*b3cd * 08-04-2025 15:47:55.783
Command Sent READ TEMPERATURE - #249,11*dcac  * 08-04-2025 15:47:56.884
CRC-Response  - 249,11,F000,545*6b53 * 08-04-2025 15:47:57.104
Command Sent WATER VALVE - 2 CONTROL OFF - #250,13,2,0*1be1  * 08-04-2025 15:48:04.723
CRC-Response  - 250,13,F000*6a01 * 08-04-2025 15:48:04.944
Command Sent Rack-3 Picked from W2 - #251,2,1,46604,800,0,0*3b21  * 08-04-2025 15:48:05.134
